Whole Person Physiome Table for Endocrine System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Jacob C. Scherba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,parathyroid hormone release,response to parathyroid hormone,GO:0071107,,,,,,,,,,,,,,,cell,proximal tubule,proximal tubule,UBERON:0004134,kidney proximal convoluted tubule epithelial cell,kidney proximal convoluted tubule epithelial cell,CL:1000838,parathyroid hormone,decreases,X conversion to Y,calcifediol,calcitriol,,,"calcifediol normal range [30, 60] ng/mL",minutes,circulatory,circulatory,plasma vitamin D,25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 in Serum or Plasma,62292-8,serum calcium,calcium in serum or plasma,17861-6,,,,,,,renal calcium reabsorption,renal absorption,GO:0070293,regulation of renal phosphate excretion,regulation of renal phosphate excretion,GO:1903402,bone metabolism,regulation of bone mineralization,GO:0030500,intestinal calcium absorption,intestinal absorption,GO:0050892,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,52,,,,,,,,,,Laboratory procedure parathyroid hormone plasma value,C22233,Laboratory procedure calcium plasma serum value,C22192,Laboratory procedure calcium urine value,C22194,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,androgen production,androgen secretion,GO:0035935,androstenedione production,androstenedione secretion,GO:0035941,,,,,,,,,,,,,,serves as a precursor to estrogen,tissue,cortex,adrenal cortex,UBERON:0001235,zona reticularis,zona reticularis of adrenal gland,UBERON:0002055,,does ,X secretion,androstenedione ,,,"[30, 200]","units = ng/dL, [30, 200] for female, [40, 150] for male",hours,,circulatory,plasma androstenedione,,1854-9,,,,,,,,,,estradiol synthesis,estradiol secretion,GO:0035938,menstruation ,menstruation,GO:0042703,ovulation,ovulation,GO:0030728,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,androgen production,androgen secretion,GO:0035935,peripheral aromatization,,,,,,,,,,,,,,,,converts androstenedione and testosterone to estrogen,cell,adipose tissue,adipose tissue,UBERON:0001013,adipocytes,white adipocyte,CL:0000448,,does,X conversion to Y,androstenedione ,estrogen,,"[10, 300]","units = pg/mL, [10, 180] for female follicular phase, [100, 300] for female mid-cycle peak, [40, 200] for female luteal phase, [0, 10] for postmenopausal female, [20, 50] for male",hours,,circulatory,,,,,,,,,,,,,estradiol synthesis,estradiol secretion,GO:0035938,menstruation ,menstruation,GO:0042703,ovulation,ovulation,GO:0030728,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,androgen production,androgen secretion,GO:0035935,peripheral aromatization,,,,,,,,,,,,,,,,converts androstenedione and testosterone to estrogen,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,skeletal myocytes,skeletal muscle fiber,CL:0008002,,does,X conversion to Y,androstenedione ,estrogen,,,,hours,,circulatory,,,,,,,,,,,,,estradiol synthesis,estradiol secretion,GO:0035938,menstruation ,menstruation,GO:0042703,ovulation,ovulation,GO:0030728,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,androgen production,androgen secretion,GO:0035935,peripheral aromatization,,,,,,,,,,,,,,,,converts androstenedione and testosterone to estrogen,cell,skin,skin of body,UBERON:0002097,dermal fibroblasts,fibroblast of dermis,CL:0002551,,does,X conversion to Y,androstenedione ,estrogen,,,,hours,,circulatory,,,,,,,,,,,,,estradiol synthesis,estradiol secretion,GO:0035938,menstruation ,menstruation,GO:0042703,ovulation,ovulation,GO:0030728,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,9,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,appetite regulation,regulation of appetite,GO:0032098,ghrelin production,ghrelin secretion,GO:0036321,,,,,,,,,,,,,,ghrelin is an orexigenic signal to the hypothalamus; stimulates growth hormone production,cell,gastric fundus,fundus of stomach,UBERON:0001160,P/D1 cells,P/D1 enteroendocrine cell,CL:0002268,,does,X secretion,ghrelin,,,"[520, 700]",units = pg/mL. increase feeding frequency if ghrelin is high,minutes,,circulatory,plasma ghrelin,,76474-6,,,,,,,,,,eating behavior,eating behavior,GO:0042755,growth hormone secretion,growth hormone secretion,GO:0030252,glucagon production,glucagon secretion,GO:0070091,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,48,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,appetite regulation,regulation of appetite,GO:0032098,leptin production,,,,,,,,,,,,,,,,leptin sends a satiety signal to the hypothalamus,cell,white adipose tissue,white adipose tissue,UBERON:0001347,white adipocyte,white adipocyte,CL:0000448,,does,X secretion,leptin,,,"[0.7, 18.3]","units = ng/mL, [0.7, 5.3] for males, [3.3, 18.3] for females, decrease feeding frequency if ghrelin is high",minutes,,circulatory,plasma leptin,,LP19488-3,,,,,,,,,,eating behavior,eating behavior,GO:0042755,lipid catabolic process,lipid catabolic process,GO:0016042,glucagon production,glucagon secretion,GO:0070091,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,48,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glp-1 production,,,,,,,,,,,,,,,,"glp-1 is an incretin hormone whose release is stimulated by feeding, then goes on to increase insulin secretion",cell,ileum,ileum,UBERON:0002116,L cell,type L enteroendocrine cell,CL:0002279,,does,X secretion,glp-1,,,"[1.5, 5.1]","units = pg/L, [1.7, 5.1] for postfeeding, [1.5, 4.2] for fasting",minutes,,circulatory,,,,,,,,,,,,,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,gastric emptying,gastric emptying,GO:0035483,glucagon production,glucagon secretion,GO:0070091,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glp-1 production,,,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,beta cell,type B cell of pancreas,CL:0000169,glp-1,increases,X secretion,insulin,,,,,minutes,circulatory,"paracrine, circulatory",,,,,,,,,,,,,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,gastric emptying,gastric emptying,GO:0035483,glucagon production,glucagon secretion,GO:0070091,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glp-1 production,,,,,,,,,,,,,,,,,cell,islets of langerhans,islet of Langerhans,UBERON:0000006,alpha cell,pancreatic A cell,CL:0000171,glp-1,decreases,X secretion,glucagon,,,,,minutes,circulatory,"paracrine, circulatory",,,,,,,,,,,,,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,gastric emptying,gastric emptying,GO:0035483,glucagon production,glucagon secretion,GO:0070091,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glp-1 production,,,,,,,,,,,,,,,,,organ,digestive system,digestive tract,UBERON:0001007,stomach,stomach,UBERON:0000945,glp-1,decreases,X export,gastric contents,,,,,minutes,circulatory,intra-organ,,,,,,,,,,,,,glucose import in response to insulin stimulus,glucose import in response to insulin stimulus,GO:0044381,gastric emptying,gastric emptying,GO:0035483,glucagon production,glucagon secretion,GO:0070091,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,,Laboratory procedure random glucose measurement,C57974,Laboratory procedure fasting glucose measurement,C19724,Laboratory procedure two hour glucose measurement,C19725,Blood glucose lower threshold value,C54940,Blood glucose upper threshold value,C54951,Laboratory procedure fasting insulin measurement,C19726,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastric inhibitory peptide production,,,,,,,,,,,,,,,,gip is produced in response to fats in the intestinal lumen; reduces stomach acid secretion directly via parietal cell inhibition and indirectly by inhibiting gastrin,cell,duodenum,duodenum,UBERON:0002114,K cell,GIP cell,CL:0002278,,does,X secretion,gastric inhibitory peptide secretion,,,,,minutes,,intra-organ,,,,,,,,,,,,,gastric acid secretion,gastric acid secretion,GO:0001696,gastrin-induced gastric acid secretion,gastrin-induced gastric acid secretion,GO:0001698,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastric inhibitory peptide production,,,,,,,,,,,,,,,,,cell,jejunum,jejunum,UBERON:0002115,K cell,GIP cell,CL:0002278,,does,X secretion,gastric inhibitory peptide secretion,,,,,minutes,,intra-organ,,,,,,,,,,,,,gastric acid secretion,gastric acid secretion,GO:0001696,gastrin-induced gastric acid secretion,gastrin-induced gastric acid secretion,GO:0001698,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastrin production,,,,,,,,,,,,,,,,gastrin increases gastric acid secretion; inhibited by prostaglandins and somatostatin,cell,gastric antrum,pylorus,UBERON:0001166,G cell,gastrin secreting cell,CL:0000509,,does,X secretion,gastrin,,,"[0, 100]",units = pg/mL,minutes,,paracrine,,,,,,,,,,,,,prostaglandin secretion,prostaglandin secretion,GO:0032310,somatostatin secretion,somatostatin secretion,GO:0070253,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,43,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastrin production,,,,,,,,,,,,,,,,,cell,gastric antrum,pylorus,UBERON:0001166,G cell,gastrin secreting cell,CL:0000509,prostaglandin,decreases,X secretion,gastrin,,,,,minutes,circulatory,paracrine,,,,,,,,,,,,,prostaglandin secretion,prostaglandin secretion,GO:0032310,somatostatin secretion,somatostatin secretion,GO:0070253,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,43,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastrin production,,,,,,,,,,,,,,,,,cell,gastric antrum,pylorus,UBERON:0001166,G cell,gastrin secreting cell,CL:0000509,somatostatin,decreases,X secretion,gastrin,,,,,minutes,circulatory,paracrine,,,,,,,,,,,,,prostaglandin secretion,prostaglandin secretion,GO:0032310,somatostatin secretion,somatostatin secretion,GO:0070253,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,43,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastrin production,,,,,,,,,,,,,,,,,cell,gastric antrum,pylorus,UBERON:0001166,G cell,gastrin secreting cell,CL:0000509,gastric inhibitory peptide,decreases,X secretion,gastrin,,,,,minutes,paracrine,paracrine,,,,,,,,,,,,,prostaglandin secretion,prostaglandin secretion,GO:0032310,somatostatin secretion,somatostatin secretion,GO:0070253,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,43,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastric acid secretion,gastric acid secretion,GO:0001696,gastrin-induced gastric acid secretion,gastrin-induced gastric acid secretion,GO:0001698,,,,,,,,,,,gastric acid is released in response to gastrin to aid in digestion by activating digestive enzymes such as trypsin and by solubilizing fats,cell,gastric fundus,fundus of stomach,UBERON:0001160,parietal cell,parietal cell,CL:0000162,,does,X secretion,gastric acid,,,,,minutes,,intra-organ,,,,,,,,,,,,,prostaglandin secretion,prostaglandin secretion,GO:0032310,somatostatin secretion,somatostatin secretion,GO:0070253,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,43,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,gastric acid secretion,gastric acid secretion,GO:0001696,gastrin-induced gastric acid secretion,gastrin-induced gastric acid secretion,GO:0001698,,,,,,,,,,,gastric acid is released in response to gastrin to aid in digestion by activating digestive enzymes such as trypsin and by solubilizing fats,cell,gastric fundus,fundus of stomach,UBERON:0001160,parietal cell,parietal cell,CL:0000162,gastrin,increases,X secretion,gastric acid,,,,,minutes,paracrine,intra-organ,,,,,,,,,,,,,prostaglandin secretion,prostaglandin secretion,GO:0032310,somatostatin secretion,somatostatin secretion,GO:0070253,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,43,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,cholecystokinin production,,,,,,,,,,,,,,,,CCK stimulates gallbladder contraction and pancreatic enzyme release; slows gastric empyting,cell,duodenum,duodenum,UBERON:0002114,I cell,type I enteroendocrine cell,CL:0002277,,does,X secretion,cholecystokinin,,,"[0, 80]",units = pg/mL,minutes,,circulatory,,,,,,,,,,,,,gallbladder contraction,gallbladder physiology trait,VT:0005085,pancreatic exocrine function,pancreatic juice secretion,GO:0030157,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,cholecystokinin production,,,,,,,,,,,,,,,,,cell,pancreatic acinus,pancreatic acinus,UBERON:0001263,acinar cell,pancreas exocrine glandular cell,CL:1001599,,does,X secretion,amylase,,,"[25, 125]",units = U/L,minutes,,circulatory,,,,,,,,,,,,,pancreatic exocrine function,pancreatic juice secretion,GO:0030157,digestion,digestion,GO:0007586,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,cholecystokinin production,,,,,,,,,,,,,,,,,cell,pancreatic acinus,pancreatic acinus,UBERON:0001263,acinar cell,pancreas exocrine glandular cell,CL:1001599,,does,X secretion,lipase,,,"[10, 140]",units = U/L,minutes,,circulatory,,,,,,,,,,,,,pancreatic exocrine function,pancreatic juice secretion,GO:0030157,digestion,digestion,GO:0007586,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,cholecystokinin production,,,,,,,,,,,,,,,,,cell,pancreatic acinus,pancreatic acinus,UBERON:0001263,acinar cell,pancreas exocrine glandular cell,CL:1001599,,does,X secretion,protease,,,,,minutes,,circulatory,,,,,,,,,,,,,pancreatic exocrine function,pancreatic juice secretion,GO:0030157,digestion,digestion,GO:0007586,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,response to cholecystokinin,response to cholecystokinin,GO:0061847,,,,,,,,,,,,,,,cell,gallbladder smooth muscle,gallbladder smooth muscle,UBERON:0004240,smooth muscle cell,smooth muscle cell,CL:0000192,,does,contraction,,,,,,seconds,,autocrine,,,,,,,,,,,,,digestion,digestion,GO:0007586,gastric emptying,gastric emptying,GO:0035483,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,response to cholecystokinin,response to cholecystokinin,GO:0061847,,,,,,,,,,,,,,,cell,gallbladder smooth muscle,gallbladder smooth muscle,UBERON:0004240,smooth muscle cell,smooth muscle cell,CL:0000192,cholecystokinin,increases,contraction X,force,,,,,seconds,circulatory,"autocrine, paracrine, intra-organ",,,,,,,,,,,,,digestion,digestion,GO:0007586,gastric emptying,gastric emptying,GO:0035483,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,response to cholecystokinin,response to cholecystokinin,GO:0061847,,,,,,,,,,,,,,,cell,gallbladder smooth muscle,gallbladder smooth muscle,UBERON:0004240,smooth muscle cell,smooth muscle cell,CL:0000192,cholecystokinin,increases,contraction X,frequency,,,,,seconds,circulatory,"autocrine, paracrine, intra-organ",,,,,,,,,,,,,digestion,digestion,GO:0007586,gastric emptying,gastric emptying,GO:0035483,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,response to cholecystokinin,response to cholecystokinin,GO:0061847,,,,,,,,,,,,,,,organ,digestive system,digestive tract,UBERON:0001007,stomach,stomach,UBERON:0000945,cholecystokinin,decreases,X export,gastric contents,,,,,minutes,,intra-organ,,,,,,,,,,,,,digestion,digestion,GO:0007586,gastric emptying,gastric emptying,GO:0035483,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,secretin production,,,,,,,,,,,,,,,,secretin stimulates HCO3- release from the duodenum and pancreas,cell,duodenum,duodenum,UBERON:0002114,S cell,type S enteroendocrine cell,CL:0002281,,does,X secretion,secretin,,,"[12, 75] ","units = pg/mL, released into the blood when duodenal pH drops below 4",minutes,,circulatory,,,,,,,,,,,,,pancreatic exocrine function,pancreatic juice secretion,GO:0030157,digestion,digestion,GO:0007586,gastric emptying,gastric emptying,GO:0035483,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,secretin production,,,,,,,,,,,,,,,,,organ,Brunner's gland,duodenal gland,UBERON:0001212,duodenum secretory cell,duodenum secretory cell,CL:1001589,,does,X secretion,bicarbonate,,,,,minutes,,intra-organ,,,,,,,,,,,,,pancreatic exocrine function,pancreatic juice secretion,GO:0030157,digestion,digestion,GO:0007586,gastric emptying,gastric emptying,GO:0035483,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,secretin production,,,,,,,,,,,,,,,,,cell,pancreas,pancreas,UBERON:0001264,acinar cell,pancreas exocrine glandular cell,CL:1001599,,does,X secretion,bicarbonate,,,,,minutes,,intra-organ,,,,,,,,,,,,,pancreatic exocrine function,pancreatic juice secretion,GO:0030157,digestion,digestion,GO:0007586,gastric emptying,gastric emptying,GO:0035483,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,42,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,motilin production,,,,,,,,,,,,,,,,"motilin stimulates smooth muscle cell contraction in the esophageal sphincter, stomach, and duodenum",cell,duodenum,duodenum,UBERON:0002114,Mo cell,type M enteroendocrine cell,CL:0002502,,does,X secretion,motilin,,,,,minutes,,"paracrine, circulatory",,,,,,,,,,,,,gastric emptying,gastric emptying,GO:0035483,esophagus smooth muscle contraction,esophagus smooth muscle contraction,GO:0014846,gastric motility,gastric motility,GO:0035482,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,41,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,motilin production,,,,,,,,,,,,,,,,,cell,duodenum,duodenum,UBERON:0002114,smooth muscle cell,smooth muscle cell,CL:0000192,,does,contraction,,,,,,minutes,,"autocrine, paracrine, intra-organ",,,,,,,,,,,,,gastric emptying,gastric emptying,GO:0035483,esophagus smooth muscle contraction,esophagus smooth muscle contraction,GO:0014846,gastric motility,gastric motility,GO:0035482,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,41,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,motilin production,,,,,,,,,,,,,,,,,cell,duodenum,duodenum,UBERON:0002114,smooth muscle cell,smooth muscle cell,CL:0000192,motilin,increases,contraction X,force,,,,,minutes,paracrine,"autocrine, paracrine, intra-organ",,,,,,,,,,,,,gastric emptying,gastric emptying,GO:0035483,esophagus smooth muscle contraction,esophagus smooth muscle contraction,GO:0014846,gastric motility,gastric motility,GO:0035482,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,41,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,motilin production,,,,,,,,,,,,,,,,,cell,duodenum,duodenum,UBERON:0002114,smooth muscle cell,smooth muscle cell,CL:0000192,motilin,increases,contraction X,frequency,,,,,minutes,paracrine,"autocrine, paracrine, intra-organ",,,,,,,,,,,,,gastric emptying,gastric emptying,GO:0035483,esophagus smooth muscle contraction,esophagus smooth muscle contraction,GO:0014846,gastric motility,gastric motility,GO:0035482,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,41,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,motilin production,,,,,,,,,,,,,,,,,cell,stomach,stomach,UBERON:0000945,smooth muscle cell,smooth muscle cell,CL:0000192,,does,contraction,,,,,,minutes,,"autocrine, paracrine, intra-organ",,,,,,,,,,,,,gastric emptying,gastric emptying,GO:0035483,esophagus smooth muscle contraction,esophagus smooth muscle contraction,GO:0014846,gastric motility,gastric motility,GO:0035482,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,41,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,motilin production,,,,,,,,,,,,,,,,,cell,stomach,stomach,UBERON:0000945,smooth muscle cell,smooth muscle cell,CL:0000192,motilin,increases,contraction X,force,,,,,minutes,circulatory,"autocrine, paracrine, intra-organ",,,,,,,,,,,,,gastric emptying,gastric emptying,GO:0035483,esophagus smooth muscle contraction,esophagus smooth muscle contraction,GO:0014846,gastric motility,gastric motility,GO:0035482,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,41,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,motilin production,,,,,,,,,,,,,,,,,cell,stomach,stomach,UBERON:0000945,smooth muscle cell,smooth muscle cell,CL:0000192,motilin,increases,contraction X,frequency,,,,,minutes,circulatory,"autocrine, paracrine, intra-organ",,,,,,,,,,,,,gastric emptying,gastric emptying,GO:0035483,esophagus smooth muscle contraction,esophagus smooth muscle contraction,GO:0014846,gastric motility,gastric motility,GO:0035482,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,41,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,feeding and digestion,digestion,GO:0007586,motilin production,,,,,,,,,,,,,,,,,organ,stomach,stomach,UBERON:0000945,smooth muscle cell,smooth muscle cell,CL:0000192,,increases,X export,gastric contents,,,,,minutes,,intra-organ,,,,,,,,,,,,,gastric emptying,gastric emptying,GO:0035483,esophagus smooth muscle contraction,esophagus smooth muscle contraction,GO:0014846,gastric motility,gastric motility,GO:0035482,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,41,,,,,,,,,,,,,,,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,regulation of body fluid levels,GO:0050878,atrial natriuretic peptide production,,,regulation of systemic arterial blood pressure by atrial natriuretic peptide,regulation of systemic arterial blood pressure by atrial natriuretic peptide,GO:0003050,,,,,,,,,,,ANP triggers vasodilation of afferent arterioles to increase renal blood flow,cell,atrium,cardiac atrium,UBERON:0002081,atrial cardiomyocyte,regular atrial cardiac myocyte,CL:0002129,,does,X secretion,atrial natriuretic peptide,,,"[4, 6]",units = pg/mL,minutes,,circulatory,plasma ANP,,LP15149-5,,,,,,,,,,GFR regulation,regulation of glomerular filtration,GO:0003093,volume regulation,regulation of body fluid levels,GO:0050878,regulation of blood pressure,regulation of blood pressure,GO:0008217,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,34,,,,,,,,,,Blood pressure systolic measurement,C01565,Blood pressure diastolic measurement,C01507,,,,,,,,,,
