Human Organ System,Major Organs,Structure_1_Label,Structure_1_ID,Structure_2_Label,Structure_2_ID,Structure_3_Label,Structure_3_ID,Structure_4_Label,Structure_4_ID,Structure_5_Label,Structure_5_ID,Structure_6_Label,Structure_6_ID,Structure_7_Label,Structure_7_ID,Structure_8_Label,Structure_8_ID,Cell_1_Label,Cell_1_ID,Cell_2_Label,Cell_2_ID,<1 second,1s - < 1min,1min - < 1hr,1hr - < 1day,1day - < 1week,1 week - < 1 year,1 year or longer,Unkown
endocrine system,pancreas,pancreas,UBERON:0001264,islet of Langerhans,UBERON:0000006,,,,,,,,,,,,,PP cell,CL:0000696,,,,,pancreatic polypeptide production@nan,pancreatic polypeptide production@nan,,,,
endocrine system,pancreas,pancreas,UBERON:0001264,islet of Langerhans,UBERON:0000006,,,,,,,,,,,,,PP cell,CL:0000696,,,,,pancreatic polypeptide production@nan,pancreatic polypeptide production@nan,,,,
endocrine system,pancreas,pancreas,UBERON:0001264,islet of Langerhans,UBERON:0000006,,,,,,,,,,,,,PP cell,CL:0000696,,,,,pancreatic polypeptide production@nan,pancreatic polypeptide production@nan,,,,
endocrine system,pancreas,pancreas,UBERON:0001264,islet of Langerhans,UBERON:0000006,,,,,,,,,,,,,type B cell of pancreas,CL:0000169,,,,,C-peptide production@beta cell SECRETES c-peptide,C-peptide production@beta cell SECRETES c-peptide,,,,
endocrine system,pancreas,pancreas,UBERON:0001264,islet of Langerhans,UBERON:0000006,,,,,,,,,,,,,type B cell of pancreas,CL:0000169,,,,,amylin production@beta cell SECRETES amylin,amylin production@beta cell SECRETES amylin,,,,
endocrine system,pancreas,pancreas,UBERON:0001264,islet of Langerhans,UBERON:0000006,,,,,,,,,,,,,type B cell of pancreas,CL:0000169,,,,,amylin production@nan,amylin production@nan,,,,
endocrine system,adrenal gland,adrenal gland,UBERON:0002369,adrenal cortex,UBERON:0001235,zona glomerulosa of adrenal gland,UBERON:0002053,,,,,,,,,,,,,,,,,aldosterone production@zona glomerulosa cell SECRETES aldosterone,,,,,
endocrine system,adrenal gland,adrenal gland,UBERON:0002369,adrenal cortex,UBERON:0001235,zona glomerulosa of adrenal gland,UBERON:0002053,,,,,,,,,,,,,,,,,aldosterone production@aldosterone INCREASES sodium reuptake,,,,,
endocrine system,adrenal gland,adrenal gland,UBERON:0002369,adrenal cortex,UBERON:0001235,zona glomerulosa of adrenal gland,UBERON:0002053,,,,,,,,,,,,,,,,,aldosterone production@aldosterone INCREASES water resorption,,,,,
endocrine system,adrenal gland,adrenal gland,UBERON:0002369,adrenal cortex,UBERON:0001235,zona glomerulosa of adrenal gland,UBERON:0002053,,,,,,,,,,,,,,,,,aldosterone production@aldosterone INCREASES potassium excretion,,,,,
endocrine system,adrenal gland,adrenal gland,UBERON:0002369,adrenal cortex,UBERON:0001235,zona fasciculata of adrenal gland,UBERON:0002054,,,,,,,,,,,,,,,,,cortisol production@zona fasciculata cell SECRETES cortisol,cortisol production@zona fasciculata cell SECRETES cortisol,,,,
endocrine system,adrenal gland,adrenal gland,UBERON:0002369,adrenal cortex,UBERON:0001235,zona reticularis of adrenal gland,UBERON:0002055,,,,,,,,,,,,,,,,,,DHEA production@nan,,,,
endocrine system,adrenal gland,adrenal gland,UBERON:0002369,adrenal cortex,UBERON:0001235,zona reticularis of adrenal gland,UBERON:0002055,,,,,,,,,,,,,,,,,,DHEA production@nan,,,,
endocrine system,adrenal gland,adrenal gland,UBERON:0002369,adrenal medulla,UBERON:0001236,,,,,,,,,,,,,chromaffin cell,CL:0000166,,,,,,,,,,
endocrine system,adrenal gland,adrenal gland,UBERON:0002369,adrenal medulla,UBERON:0001236,,,,,,,,,,,,,chromaffin cell,CL:0000166,,,,,,,,,,
endocrine system,adrenal gland,adrenal gland,UBERON:0002369,adrenal medulla,UBERON:0001236,,,,,,,,,,,,,chromaffin cell,CL:0000166,,,,,,,,,,
endocrine system,adrenal gland,adrenal gland,UBERON:0002369,adrenal medulla,UBERON:0001236,,,,,,,,,,,,,chromaffin cell,CL:0000166,,,,,,,,,,
endocrine system,adrenal gland,adrenal gland,UBERON:0002369,adrenal medulla,UBERON:0001236,,,,,,,,,,,,,chromaffin cell,CL:0000166,,,,,,,,,,
endocrine system,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,magnocellular neurosecretory cell,CL:0011003,,,,,oxytocin production@magnocellular neuron SECRETES oxytocin,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,neurohypophysis,UBERON:0002198,,,,,,,,,,,,,,,,,,oxytocin release@posterior pituitary SECRETES oxytocin,,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,neurohypophysis,UBERON:0002198,,,,,,,,,,,,,,,,,,oxytocin release@nan,,,,,,
endocrine system,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,magnocellular neurosecretory cell,CL:0011003,,,,,argininine vasopression production@magnocellular neuron SECRETES vasopressin,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,neurohypophysis,UBERON:0002198,,,,,,,,,,,,,,,,,,argininine vasopression release@posterior pituitary SECRETES vasopressin,,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,neurohypophysis,UBERON:0002198,,,,,,,,,,,,,,,,,,argininine vasopression release@nan,,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,neurohypophysis,UBERON:0002198,,,,,,,,,,,,,,,,,,argininine vasopression release@nan,,,,,,
endocrine system,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,parvocellular neurosecretory cell,CL:1001505,,,,somatostatin production@parvicellular neuron SECRETES somatostatin,,,,,,
endocrine system,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,parvocellular neurosecretory cell,CL:1001505,,,,somatostatin production@parvicellular neuron SECRETES dopamine,,,,,,
endocrine system,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,parvocellular neurosecretory cell,CL:1001505,,,,corticotropin releasing hormone release@parvicellular neuron SECRETES crh,,,,,,
endocrine system,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,parvocellular neurosecretory cell,CL:1001505,,,,growth hormone releasing hormone release@parvicellular neuron SECRETES ghrh,,,,,,
endocrine system,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,parvocellular neurosecretory cell,CL:1001505,,,,thyrotropin releasing hormone release@parvicellular neuron SECRETES trh,,,,,,
endocrine system,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,parvocellular neurosecretory cell,CL:1001505,,,,dopamine release@parvicelular neuron SECRETES dopamine,,,,,,
endocrine system,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,parvocellular neurosecretory cell,CL:1001505,,,,,luteinizing hormone releasing hormone production@parvicellular neuron SECRETES gnrh,,,,,
endocrine system,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,parvocellular neurosecretory cell,CL:1001505,,,,,luteinizing hormone releasing hormone production@nan,,,,,
endocrine system,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,parvocellular neurosecretory cell,CL:1001505,,,,luteinizing hormone releasing hormone release@nan,,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,luteinizing hormone production@anterior pituitary SECRETES luteinizing hormone,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,luteinizing hormone production@nan,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,luteinizing hormone release@nan,,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,adrenocorticotropin hormone production@anterior pituitary SECRETES acth,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,adrenocorticotropin hormone release@hypothalamus SECRETES crh,,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,prolactin release@anterior pituitary SECRETES prolactin,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,growth hormone production@anterior pituitary SECRETES growth hormone,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,growth hormone production@nan,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,growth hormone production@nan,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,growth hormone release@nan,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,follicle stimulating hormone production@IF (sex = male): fsh STIMULATES sertoli cell,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,follicle stimulating hormone production@IF (sex = female): fsh STIMULATES granulosa cell,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,thyroid stimulating hormone production@anterior pituitary SECRETES tsh,,,,,
endocrine system,pituitary gland,pituitary gland,UBERON:0000007,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,thyroid stimulating hormone release@nan,,,,,
endocrine system,hypothalamus,hypothalamus,UBERON:0001898,suprachiasmatic nucleus,UBERON:0002034,,,,,,,,,,,,,,,,,,,,circadian rhythm regulation@nan,,,,
endocrine system,hypothalamus,hypothalamus,UBERON:0001898,suprachiasmatic nucleus,UBERON:0002034,,,,,,,,,,,,,,,,,,,,light/dark processing@nan,,,,
endocrine system,pineal gland,pineal body,UBERON:0001905,,,,,,,,,,,,,,,,,,,,,,melatonin production@pineal gland SECRETES melatonin,,,,
endocrine system,hypothalamus,hypothalamus,UBERON:0001898,ventromedial hypothalamus,UBERON:0001935,,,,,,,,,,,,,tanycyte,CL:0002085,,,,,glucose homeostasis@nan,,,,,
endocrine system,hypothalamus,hypothalamus,UBERON:0001898,median preoptic nucleus,UBERON:0002625,,,,,,,,,,,,,,,,,,,fluid and electrolyte homeostasis@nan,,,,,
endocrine system,thyroid gland,thyroid gland,UBERON:0002046,thyroid follicle,UBERON:0005305,,,,,,,,,,,,,epithelial cell of thyroid gland,CL:0002257,,,,,T4 synthesis@thyroid epithelial cell SECRETES t4,,,,,
endocrine system,thyroid gland,thyroid gland,UBERON:0002046,thyroid follicle,UBERON:0005305,,,,,,,,,,,,,parafollicular cell,CL:0000570,,,,,calcitonin production@parafollicular c cell SECRETES calcitonin,,,,,
endocrine system,thyroid gland,thyroid gland,UBERON:0002046,thyroid follicle,UBERON:0005305,,,,,,,,,,,,,epithelial cell of thyroid gland,CL:0002257,,,,,T4 deiodination@nan,,,,,
endocrine system,peripheral tissues,,,,,,,,,,,,,,,,,,,,,,,T4 deiodination@nan,,,,,
endocrine system,thyroid gland,thyroid gland,UBERON:0002046,thyroid follicle,UBERON:0005305,thyroid follicular lumen,UBERON:0012246,colloid of thyroid follicle,UBERON:0012364,,,,,,,,,,,,,,,thyroglobulin storage@nan,,,,,
endocrine system,parathyroid gland,parathyroid gland,UBERON:0001132,,,,,,,,,,,,,,,chief cell of parathyroid gland,CL:0000446,,,,,parathyroid hormone release@parathyroid chief cell SECRETES pth,,,,,
endocrine system,parathyroid gland,parathyroid gland,UBERON:0001132,,,,,,,,,,,,,,,chief cell of parathyroid gland,CL:0000446,,,,,parathyroid hormone release@nan,,,,,
endocrine system,parathyroid gland,parathyroid gland,UBERON:0001132,,,,,,,,,,,,,,,chief cell of parathyroid gland,CL:0000446,,,,,parathyroid hormone release@nan,,,,,
endocrine system,parathyroid gland,parathyroid gland,UBERON:0001132,,,,,,,,,,,,,,,chief cell of parathyroid gland,CL:0000446,,,,,parathyroid hormone release@nan,,,,,
endocrine system,parathyroid gland,parathyroid gland,UBERON:0001132,,,,,,,,,,,,,,,chief cell of parathyroid gland,CL:0000446,,,,,parathyroid hormone release@nan,,,,,
endocrine system,ovary,ovary,UBERON:0000992,ovarian follicle,UBERON:0001305,,,,,,,,,,,,,granulosa cell,CL:0000501,,,,,,estradiol synthesis@granulosa cell SECRETES estradiol,,,,
endocrine system,ovary,ovary,UBERON:0000992,ovarian follicle,UBERON:0001305,,,,,,,,,,,,,granulosa cell,CL:0000501,,,,,,estradiol synthesis@nan,,,,
endocrine system,ovary,ovary,UBERON:0000992,ovarian follicle,UBERON:0001305,,,,,,,,,,,,,granulosa cell,CL:0000501,,,,,,estradiol synthesis@nan,,,,
endocrine system,ovary,ovary,UBERON:0000992,ovarian follicle,UBERON:0001305,,,,,,,,,,,,,granulosa cell,CL:0000501,,,,,,estradiol synthesis@nan,,,,
endocrine system,ovary,ovary,UBERON:0000992,corpus luteum,UBERON:0002512,,,,,,,,,,,,,luteal cel,CL:0000175,,,,,,progesterone production@luteal cell SECRETES progesterone,,,,
endocrine system,ovary,ovary,UBERON:0000992,corpus luteum,UBERON:0002512,,,,,,,,,,,,,luteal cel,CL:0000175,,,,,,progesterone production@nan,,,,
endocrine system,ovary,ovary,UBERON:0000992,corpus luteum,UBERON:0002512,,,,,,,,,,,,,luteal cel,CL:0000175,,,,,,progesterone production@nan,,,,
endocrine system,ovary,ovary,UBERON:0000992,ovarian follicle,UBERON:0001305,,,,,,,,,,,,,granulosa cell,CL:0000501,,,,,,inhibin production@granulosa cell SECRETES inhibin,,,,
endocrine system,ovary,ovary,UBERON:0000992,ovarian follicle,UBERON:0001305,,,,,,,,,,,,,granulosa cell,CL:0000501,,,,,,activin production@granulosa cell SECRETES activin,,,,
endocrine system,ovary,ovary,UBERON:0000992,ovarian follicle,UBERON:0001305,,,,,,,,,,,,,luteal cel,CL:0000175,,,,,,androstenedione production@thecal cell SECRETES androstenedione,,,,
endocrine system,adrenal gland,adrenal gland,UBERON:0002369,adrenal medulla,UBERON:0001236,zona reticularis of adrenal gland,UBERON:0002055,,,,,,,,,,,,,,,,,,androstenedione production@zona reticularis SECRETES androstenedione,,,,
endocrine system,adipose tissue,adipose tissue,UBERON:0001013,,,,,,,,,,,,,,,white adipocyte,CL:0000448,,,,,,peripheral aromatization@nan,,,,
endocrine system,skeletal muscle,skeletal muscle tissue,UBERON:0001134,,,,,,,,,,,,,,,skeletal muscle fiber,CL:0008002,,,,,,peripheral aromatization@nan,,,,
endocrine system,skin,skin of body,UBERON:0002097,,,,,,,,,,,,,,,fibroblast of dermis,CL:0002551,,,,,,peripheral aromatization@nan,,,,
endocrine system,testis,testis,UBERON:0000473,seminiferous tubule of testis,UBERON:0001343,,,,,,,,,,,,,Leydig cell,CL:0000178,,,,,,testosterone production@leydig cell SECRETES testosterone,,,,
endocrine system,testis,testis,UBERON:0000473,seminiferous tubule of testis,UBERON:0001343,,,,,,,,,,,,,Leydig cell,CL:0000178,,,,,,testosterone production@nan,,,,
endocrine system,testis,testis,UBERON:0000473,seminiferous tubule of testis,UBERON:0001343,,,,,,,,,,,,,Leydig cell,CL:0000178,,,,,,testosterone production@nan,,,,
endocrine system,testis,testis,UBERON:0000473,seminiferous tubule of testis,UBERON:0001343,,,,,,,,,,,,,Leydig cell,CL:0000178,,,,,,testosterone production@nan,,,,
endocrine system,testis,testis,UBERON:0000473,seminiferous tubule of testis,UBERON:0001343,,,,,,,,,,,,,Sertoli cell,CL:0000216,,,,,,inhibin B production@sertoli cell SECRETES inhibin b,,,,
endocrine system,testis,testis,UBERON:0000473,seminiferous tubule of testis,UBERON:0001343,,,,,,,,,,,,,Sertoli cell,CL:0000216,,,,,,anti-müllerian hormone production@sertoli cell SECRETES anti-mullerian hormone,,,,
endocrine system,stomach,stomach,UBERON:0000945,fundus of stomach,UBERON:0001160,,,,,,,,,,,,,enteroendocrine cell,CL:0000164,ghrelin secreting cell,CL:0005018,,,ghrelin production@gastric p/d1 cell SECRETES ghrelin,,,,,
endocrine system,adipose tissue,adipose tissue,UBERON:0001013,white adipose tissue,UBERON:0001347,,,,,,,,,,,,,white adipocyte,CL:0000448,,,,,leptin production@white adipocyte SECRETES leptin,,,,,
endocrine system,small intestine,small intestine,UBERON:0002108,ileum,UBERON:0002116,,,,,,,,,,,,,enteroendocrine cell,CL:0000164,type L enteroendocrine cell,CL:0002279,,,glp-1 production@ileal l cell SECRETES glp-1,,,,,
endocrine system,small intestine,small intestine,UBERON:0002108,ileum,UBERON:0002116,,,,,,,,,,,,,enteroendocrine cell,CL:0000164,type L enteroendocrine cell,CL:0002279,,,glp-1 production@nan,,,,,
endocrine system,small intestine,small intestine,UBERON:0002108,ileum,UBERON:0002116,,,,,,,,,,,,,enteroendocrine cell,CL:0000164,type L enteroendocrine cell,CL:0002279,,,glp-1 production@nan,,,,,
endocrine system,small intestine,small intestine,UBERON:0002108,ileum,UBERON:0002116,,,,,,,,,,,,,enteroendocrine cell,CL:0000164,type L enteroendocrine cell,CL:0002279,,,glp-1 production@nan,,,,,
endocrine system,small intestine,small intestine,UBERON:0002108,duodenum,UBERON:0002114,,,,,,,,,,,,,GIP cell,CL:0002278,,,,,gastric inhibitory peptide production@duodenal k cell SECRETES gastric inhibitory peptide,,,,,
endocrine system,small intestine,small intestine,UBERON:0002108,jejunum,UBERON:0002115,,,,,,,,,,,,,GIP cell,CL:0002278,,,,,gastric inhibitory peptide production@nan,,,,,
endocrine system,stomach,stomach,UBERON:0000945,pylorus,UBERON:0001166,,,,,,,,,,,,,enteroendocrine cell,CL:0000164,gastrin secreting cell,CL:0000509,,,gastrin production@gastric g cell SECRETES gastrin,,,,,
endocrine system,stomach,stomach,UBERON:0000945,fundus of stomach,UBERON:0001160,,,,,,,,,,,,,parietal cell,CL:0000162,,,,,gastric acid secretion@gastric parietal cell SECRETES gastric acid,,,,,
endocrine system,small intestine,small intestine,UBERON:0002108,duodenum,UBERON:0002114,,,,,,,,,,,,,enteroendocrine cell,CL:0000164,type I enteroendocrine cell,CL:0002277,,,cholecystokinin production@duodenal i cell SECRETES cholecytokinin,,,,,
endocrine system,small intestine,small intestine,UBERON:0002108,duodenum,UBERON:0002114,,,,,,,,,,,,,enteroendocrine cell,CL:0000164,type I enteroendocrine cell,CL:0002277,,,cholecystokinin production@nan,,,,,
endocrine system,small intestine,small intestine,UBERON:0002108,duodenum,UBERON:0002114,,,,,,,,,,,,,enteroendocrine cell,CL:0000164,type S enteroendocrine cell,CL:0002281,,,secretin production@duodenal s cell SECRETES secretin,,,,,
endocrine system,small intestine,small intestine,UBERON:0002108,duodenum,UBERON:0002114,,,,,,,,,,,,,enteroendocrine cell,CL:0000164,type M enteroendocrine cell,CL:0002502,,,motilin production@duodenal mo cell SECRETES motilin,,,,,
endocrine system,heart,heart,UBERON:0000948,cardiac atrium,UBERON:0002081,,,,,,,,,,,,,regular atrial cardiac myocyte,CL:0002129,,,,,antrial natriuretic peptide production@atrial cardiomyocyte SECRETES atrial natriuretic peptide,,,,,
endocrine system,heart,heart,UBERON:0000948,cardiac ventricle,UBERON:0002082,,,,,,,,,,,,,regular ventricular cardiac myocyte,CL:0002131,,,,,brain natriuretic peptide production@ventricular cardiomyocyte SECRETES brain natriuretic peptide,,,,,
endocrine system,kidney,kidney,UBERON:0002113,juxtaglomerular apparatus,UBERON:0002303,,,,,,,,,,,,,juxtaglomerular complex cell,CL:1000618,,,,,renin production@juxtaglomerular cell SECRETES renin,,,,,
endocrine system,lung,lung,UBERON:0002048,lung vasculature,UBERON:0000102,pulmonary capillary,UBERON:0016405,,,,,,,,,,,pulmonary capillary endothelial cell,CL:4028001,,,,,angiotensin II production@pulmonary capillary endothelial cell SECRETES angiotensin ii,,,,,
endocrine system,kidney,kidney,UBERON:0002113,proximal tubule,UBERON:0004134,,,,,,,,,,,,,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,,angiotensin II production@renal tubular endothelial cell SECRETES angiotensin ii,,,,,
endocrine system,kidney,kidney,UBERON:0002113,renal glomerulus,UBERON:0000074,,,,,,,,,,,,,kidney glomerular epithelial cell,CL:1000510,,,,,prostacyclin I2 release@glomerular enothelial cell SECRETES pgi2,,,,,
endocrine system,adipose tissue,adipose tissue,UBERON:0001013,white adipose tissue,UBERON:0001347,,,,,,,,,,,,,white adipocyte,CL:0000448,,,,,adiponectin production@white adipocyte SECRETES adiponectin,,,,,
endocrine system,adipose tissue,adipose tissue,UBERON:0001013,white adipose tissue,UBERON:0001347,,,,,,,,,,,,,white adipocyte,CL:0000448,,,,,resistin production@white adipocyte SECRETES resistin,,,,,
endocrine system,placenta,placenta,UBERON:0001987,,,,,,,,,,,,,,,placental villous trophoblast,CL:2000060,,,,,parathyroid hormone related protein production@placenta SECRETES pthrp,,,,,
endocrine system,bone,bone tissue,UBERON:0002481,,,,,,,,,,,,,,,osteoblast,CL:0000062,,,,,osteocalcin production@osteoblast SECRETES osteocalcin,,,,,
endocrine system,bone,bone tissue,UBERON:0002481,,,,,,,,,,,,,,,osteoblast,CL:0000062,,,,,sclerostin production@osteocyte SECRETES sclerostin,,,,,
endocrine system,liver,liver,UBERON:0002107,,,,,,,,,,,,,,,hepatocyte,CL:0000182,,,,,hepcidin production@hepatocyte SECETES hepcidin,,,,,
endocrine system,liver,liver,UBERON:0002107,,,,,,,,,,,,,,,hepatocyte,CL:0000182,,,,,igf-1 production@hepatocyte SECRETES igf-1,,,,,
endocrine system,placenta,placenta,UBERON:0001987,,,,,,,,,,,,,,,placental villous trophoblast,CL:2000060,,,,,human chorionic gonadotroph production@placenta SECRETES beta hcg,,,,,
endocrine system,placenta,placenta,UBERON:0001987,,,,,,,,,,,,,,,placental villous trophoblast,CL:2000060,,,,,progesterone production@placenta SECRETES progesterone,,,,,
endocrine system,placenta,placenta,UBERON:0001987,,,,,,,,,,,,,,,placental villous trophoblast,CL:2000060,,,,,estrogen production@placenta SECRETES estrog,,,,,
endocrine system,vasculature,vasculature,UBERON:0002049,capillary,UBERON:0001982,,,,,,,,,,,,,,,,,,nitric oxide production@capillary endothelial cell SECRETES nitric oxide,nitric oxide production@capillary endothelial cell SECRETES nitric oxide,,,,,
endocrine system,vasculature,vasculature,UBERON:0002049,capillary,UBERON:0001982,,,,,,,,,,,,,,,,,,nitric oxide production@nan,nitric oxide production@nan,,,,,
endocrine system,liver,liver,UBERON:0002107,,,,,,,,,,,,,,,hepatocyte,CL:0000182,,,,,FGF21 production@hepatocyte SECRETES fgf21,,,,,
